  Text file showing TNI GMX-PC Experimental data. 
  Experiment Name:  Statistics of Counting   


  Average Count =         342
  Standard Deviation =     18

   #       Counts    (n - avg)/sigma 

   1,        350        0.4  
   2,        342        0.0  
   3,        339       -0.2  
   4,        375        1.8  
   5,        316       -1.4  
   6,        336       -0.3  
   7,        339       -0.2  
   8,        320       -1.2  
   9,        343        0.1  
  10,        358        0.9  
