  Text file showing TNI GMX-PC Experimental data. 
  Experiment Name:  Statistics of Counting   


  Average Count =        8622
  Standard Deviation =     93

   #       Counts    (n - avg)/sigma 

   1,       8685        0.7  
   2,       8693        0.8  
   3,       8580       -0.5  
   4,       8581       -0.4  
   5,       8621        0.0  
   6,       8637        0.2  
   7,       8545       -0.8  
   8,       8789        1.8  
   9,       8508       -1.2  
  10,       8585       -0.4  
