  Text file showing TNI GMX-PC Experimental data. 
  Experiment Name:  Statistics of Counting   


  Average Count =         107
  Standard Deviation =     10

   #       Counts    (n - avg)/sigma 

   1,        118        1.1  
   2,        121        1.4  
   3,        121        1.4  
   4,        101       -0.6  
   5,        106       -0.1  
   6,         85       -2.2  
   7,        109        0.2  
   8,         83       -2.4  
   9,        116        0.9  
  10,        108        0.1  
