  Text file showing TNI GMX-PC Experimental data. 
  Experiment Name:  Statistics of Counting   


  Average Count =         690
  Standard Deviation =     26

   #       Counts    (n - avg)/sigma 

   1,        684       -0.2  
   2,        730        1.5  
   3,        700        0.4  
   4,        704        0.5  
   5,        709        0.7  
   6,        670       -0.8  
   7,        668       -0.8  
   8,        656       -1.3  
   9,        697        0.3  
  10,        678       -0.5  
