  Text file showing TNI GMX-PC Experimental data. 
  Experiment Name:  Statistics of Counting   


  Average Count =        3451
  Standard Deviation =     59

   #       Counts    (n - avg)/sigma 

   1,       3457        0.1  
   2,       3441       -0.2  
   3,       3518        1.1  
   4,       3379       -1.2  
   5,       3414       -0.6  
   6,       3456        0.1  
   7,       3484        0.6  
   8,       3412       -0.7  
   9,       3448       -0.1  
  10,       3498        0.8  
