  Text file showing TNI GMX-PC Experimental data. 
  Experiment Name:  Statistics of Counting   


  Average Count =        5301
  Standard Deviation =     73

   #       Counts    (n - avg)/sigma 

   1,       5274       -0.4  
   2,       5305        0.1  
   3,       5325        0.3  
   4,       5345        0.6  
   5,       5385        1.2  
   6,       5251       -0.7  
   7,       5226       -1.0  
   8,       5280       -0.3  
   9,       5297       -0.1  
  10,       5318        0.2  
