  Text file showing TNI GMX-PC Experimental data. 
  Experiment Name:  Statistics of Counting   


  Average Count =        2347
  Standard Deviation =     48

   #       Counts    (n - avg)/sigma 

   1,       2319       -0.6  
   2,       2409        1.3  
   3,       2327       -0.4  
   4,       2408        1.3  
   5,       2379        0.7  
   6,       2274       -1.5  
   7,       2421        1.5  
   8,       2272       -1.6  
   9,       2295       -1.1  
  10,       2368        0.4  
