  Text file showing TNI GMX-PC Experimental data. 
  Experiment Name:  Statistics of Counting   


  Average Count =          87
  Standard Deviation =      9

   #       Counts    (n - avg)/sigma 

   1,         72       -1.7  
   2,         86       -0.1  
   3,         85       -0.2  
   4,         79       -0.9  
   5,         78       -1.0  
   6,         77       -1.1  
   7,         96        1.0  
   8,        107        2.2  
   9,         84       -0.3  
  10,        106        2.1  
