  Text file showing TNI GMX-PC Experimental data. 
  Experiment Name:  Statistics of Counting   


  Average Count =         108
  Standard Deviation =     10

   #       Counts    (n - avg)/sigma 

   1,         95       -1.3  
   2,        118        1.0  
   3,        113        0.5  
   4,        105       -0.3  
   5,        125        1.7  
   6,        119        1.1  
   7,        112        0.4  
   8,        109        0.1  
   9,        102       -0.6  
  10,         81       -2.7  
