  Text file showing TNI GMX-PC Experimental data. 
  Experiment Name:  Statistics of Counting   


  Average Count =         119
  Standard Deviation =     11

   #       Counts    (n - avg)/sigma 

   1,        112       -0.6  
   2,         95       -2.2  
   3,        129        0.9  
   4,        132        1.2  
   5,        114       -0.5  
   6,        112       -0.6  
   7,        130        1.0  
   8,        116       -0.3  
   9,        115       -0.4  
  10,        130        1.0  
