  Text file showing TNI GMX-PC Experimental data. 
  Experiment Name:  Statistics of Counting   


  Average Count =        3446
  Standard Deviation =     59

   #       Counts    (n - avg)/sigma 

   1,       3407       -0.7  
   2,       3496        0.8  
   3,       3421       -0.4  
   4,       3471        0.4  
   5,       3432       -0.2  
   6,       3459        0.2  
   7,       3475        0.5  
   8,       3443       -0.1  
   9,       3384       -1.1  
  10,       3472        0.4  
