Jan 10 1998     07:43:58 am     Elt: 000247 Seconds.  Real Time: 000253
ID: No spectrum identifier defined
Memory Size: 1024 Chls  Conversion Gain: 1024  Adc Offset: 0000 Chls

 Chn    Counts  ROI
   0,        0, 000
   1,        0, 000
   2,        0, 000
   3,        0, 000
   4,        0, 000
   5,        0, 000
   6,        1, 000
   7,      465, 000
   8,     1026, 000
   9,     1112, 000
  10,     1194, 000
  11,     1313, 000
  12,     1383, 000
  13,     1633, 000
  14,     1817, 001
  15,     2168, 001
  16,     2515, 001
  17,     3649, 001
  18,     6726, 001
  19,    13670, 001
  20,    20114, 001
  21,    17052, 001
  22,     9599, 001
  23,     5685, 001
  24,     3944, 001
  25,     2439, 001
  26,     1515, 001
  27,     1252, 001
  28,     1257, 000
  29,     1350, 000
  30,     1261, 000
  31,     1320, 000
  32,     1302, 000
  33,     1309, 000
  34,     1308, 000
  35,     1359, 000
  36,     1391, 000
  37,     1310, 000
  38,     1331, 000
  39,     1347, 000
  40,     1288, 000
  41,     1438, 000
  42,     1403, 000
  43,     1416, 000
  44,     1410, 000
  45,     1394, 000
  46,     1412, 000
  47,     1343, 000
  48,     1455, 000
  49,     1387, 000
  50,     1382, 000
  51,     1481, 000
  52,     1406, 000
  53,     1376, 000
  54,     1335, 000
  55,     1424, 000
  56,     1364, 000
  57,     1396, 000
  58,     1373, 000
  59,     1341, 000
  60,     1314, 000
  61,     1387, 000
  62,     1385, 000
  63,     1442, 000
  64,     1393, 000
  65,     1347, 000
  66,     1332, 000
  67,     1412, 000
  68,     1359, 000
  69,     1381, 000
  70,     1364, 000
  71,     1394, 000
  72,     1363, 000
  73,     1393, 000
  74,     1358, 000
  75,     1380, 000
  76,     1396, 000
  77,     1335, 000
  78,     1361, 000
  79,     1430, 000
  80,     1402, 000
  81,     1343, 000
  82,     1441, 000
  83,     1375, 000
  84,     1361, 000
  85,     1389, 000
  86,     1364, 000
  87,     1399, 000
  88,     1404, 000
  89,     1412, 000
  90,     1441, 000
  91,     1383, 000
  92,     1418, 000
  93,     1409, 000
  94,     1446, 000
  95,     1530, 000
  96,     1472, 000
  97,     1442, 000
  98,     1449, 000
  99,     1402, 000
 100,     1406, 000
 101,     1489, 000
 102,     1484, 000
 103,     1474, 000
 104,     1495, 000
 105,     1510, 000
 106,     1583, 002
 107,     1641, 002
 108,     1717, 002
 109,     1840, 002
 110,     1907, 002
 111,     2032, 002
 112,     2109, 002
 113,     2265, 002
 114,     2316, 002
 115,     2313, 002
 116,     2318, 002
 117,     2335, 002
 118,     2284, 002
 119,     2184, 002
 120,     2266, 002
 121,     2185, 002
 122,     2149, 002
 123,     2103, 002
 124,     2025, 002
 125,     1945, 002
 126,     2029, 002
 127,     2004, 002
 128,     1832, 002
 129,     1925, 002
 130,     1890, 002
 131,     1805, 002
 132,     1762, 002
 133,     1881, 002
 134,     1716, 002
 135,     1751, 002
 136,     1665, 002
 137,     1675, 000
 138,     1651, 000
 139,     1573, 000
 140,     1634, 000
 141,     1531, 000
 142,     1581, 000
 143,     1474, 000
 144,     1498, 000
 145,     1502, 000
 146,     1464, 000
 147,     1494, 000
 148,     1437, 000
 149,     1475, 000
 150,     1429, 000
 151,     1359, 000
 152,     1436, 000
 153,     1422, 000
 154,     1355, 000
 155,     1388, 000
 156,     1334, 000
 157,     1389, 000
 158,     1255, 000
 159,     1240, 000
 160,     1316, 000
 161,     1244, 000
 162,     1207, 000
 163,     1311, 000
 164,     1178, 000
 165,     1214, 000
 166,     1237, 000
 167,     1219, 000
 168,     1197, 000
 169,     1231, 000
 170,     1155, 000
 171,     1121, 000
 172,     1150, 000
 173,     1117, 000
 174,     1201, 000
 175,     1182, 000
 176,     1169, 000
 177,     1156, 000
 178,     1162, 000
 179,     1127, 000
 180,     1152, 000
 181,     1175, 000
 182,     1168, 000
 183,     1144, 000
 184,     1120, 000
 185,     1168, 000
 186,     1103, 000
 187,     1093, 000
 188,     1138, 000
 189,     1064, 000
 190,     1126, 000
 191,     1100, 000
 192,     1094, 000
 193,     1083, 000
 194,     1178, 000
 195,     1121, 000
 196,     1098, 000
 197,     1114, 000
 198,     1081, 000
 199,     1047, 000
 200,     1126, 000
 201,     1045, 000
 202,     1053, 000
 203,     1114, 000
 204,     1065, 000
 205,     1024, 000
 206,     1108, 000
 207,     1187, 000
 208,     1103, 000
 209,     1088, 000
 210,     1093, 000
 211,     1140, 000
 212,     1125, 000
 213,     1110, 000
 214,     1111, 000
 215,     1119, 000
 216,     1097, 000
 217,     1006, 000
 218,     1091, 000
 219,     1074, 000
 220,     1123, 000
 221,     1078, 000
 222,     1124, 000
 223,     1084, 000
 224,     1131, 000
 225,     1097, 000
 226,     1164, 000
 227,     1120, 000
 228,     1067, 000
 229,     1149, 000
 230,     1093, 000
 231,     1187, 000
 232,     1117, 000
 233,     1142, 000
 234,     1096, 000
 235,     1166, 000
 236,     1154, 000
 237,     1198, 000
 238,     1131, 000
 239,     1208, 000
 240,     1195, 000
 241,     1185, 000
 242,     1178, 000
 243,     1225, 000
 244,     1138, 000
 245,     1190, 000
 246,     1197, 000
 247,     1237, 000
 248,     1110, 000
 249,     1224, 000
 250,     1204, 000
 251,     1234, 000
 252,     1262, 000
 253,     1192, 000
 254,     1225, 000
 255,     1179, 000
 256,     1211, 000
 257,     1229, 000
 258,     1254, 000
 259,     1245, 000
 260,     1199, 000
 261,     1201, 000
 262,     1162, 000
 263,     1127, 000
 264,     1161, 000
 265,     1184, 000
 266,     1069, 000
 267,     1045, 000
 268,      988, 000
 269,      969, 000
 270,      880, 000
 271,      891, 000
 272,      818, 000
 273,      817, 000
 274,      769, 000
 275,      714, 000
 276,      696, 000
 277,      638, 000
 278,      579, 000
 279,      538, 000
 280,      519, 000
 281,      488, 000
 282,      459, 000
 283,      471, 000
 284,      426, 000
 285,      417, 000
 286,      394, 000
 287,      369, 000
 288,      368, 000
 289,      345, 000
 290,      295, 000
 291,      324, 000
 292,      279, 000
 293,      252, 000
 294,      271, 000
 295,      258, 000
 296,      206, 000
 297,      231, 000
 298,      220, 000
 299,      207, 000
 300,      180, 000
 301,      184, 000
 302,      206, 000
 303,      195, 000
 304,      186, 000
 305,      172, 000
 306,      132, 000
 307,      170, 000
 308,      170, 000
 309,      155, 000
 310,      137, 000
 311,      131, 000
 312,      143, 000
 313,      121, 000
 314,      125, 000
 315,      111, 000
 316,      140, 000
 317,      115, 000
 318,      121, 000
 319,      101, 000
 320,      121, 000
 321,      118, 000
 322,      124, 000
 323,      100, 000
 324,      100, 000
 325,       86, 000
 326,       96, 000
 327,       91, 000
 328,       89, 000
 329,       75, 000
 330,      101, 000
 331,       89, 000
 332,       87, 000
 333,       78, 000
 334,       82, 000
 335,       76, 000
 336,       86, 000
 337,       98, 000
 338,       63, 000
 339,       79, 000
 340,       78, 000
 341,       80, 000
 342,       65, 000
 343,       70, 000
 344,       88, 000
 345,      103, 000
 346,       75, 000
 347,       65, 000
 348,       85, 000
 349,       89, 000
 350,       75, 000
 351,      100, 000
 352,       95, 003
 353,      123, 003
 354,      153, 003
 355,      164, 003
 356,      187, 003
 357,      192, 003
 358,      302, 003
 359,      360, 003
 360,      420, 003
 361,      501, 003
 362,      575, 003
 363,      698, 003
 364,      886, 003
 365,     1032, 003
 366,     1242, 003
 367,     1462, 003
 368,     1726, 003
 369,     1952, 003
 370,     2201, 003
 371,     2626, 003
 372,     2957, 003
 373,     3302, 003
 374,     3801, 003
 375,     4060, 003
 376,     4468, 003
 377,     4933, 003
 378,     5217, 003
 379,     5832, 003
 380,     6026, 003
 381,     6465, 003
 382,     6716, 003
 383,     6850, 003
 384,     7014, 003
 385,     7122, 003
 386,     7194, 003
 387,     7281, 003
 388,     7106, 003
 389,     7024, 003
 390,     6854, 003
 391,     6473, 003
 392,     6146, 003
 393,     5703, 003
 394,     5438, 003
 395,     5023, 003
 396,     4542, 003
 397,     4114, 003
 398,     3665, 003
 399,     3168, 003
 400,     2811, 003
 401,     2268, 003
 402,     2018, 003
 403,     1770, 003
 404,     1414, 003
 405,     1279, 003
 406,      978, 003
 407,      835, 003
 408,      637, 003
 409,      512, 003
 410,      384, 003
 411,      283, 003
 412,      268, 003
 413,      186, 003
 414,      130, 003
 415,       94, 000
 416,       70, 000
 417,       52, 000
 418,       47, 000
 419,       37, 000
 420,       25, 000
 421,       19, 000
 422,       22, 000
 423,       19, 000
 424,       12, 000
 425,        5, 000
 426,       15, 000
 427,       22, 000
 428,        8, 000
 429,       10, 000
