  Text file showing TNI GMX-PC Experimental data. 
  Experiment Name:  Statistics of Counting   


  Average Count =        1806
  Standard Deviation =     42

   #       Counts    (n - avg)/sigma 

   1,       1851        1.1  
   2,       1799       -0.2  
   3,       1805        0.0  
   4,       1773       -0.8  
   5,       1855        1.2  
   6,       1796       -0.2  
   7,       1711       -2.3  
   8,       1831        0.6  
   9,       1788       -0.4  
  10,       1853        1.1  
